27 513 61538.00 P  0.165941 0.014249  0.482938 0.021623  P-0.1707822 0.0188451                                                                                                             
27 514 61539.00 P  0.167758 0.014281  0.482812 0.021685  P-0.1714125 0.0189023                                                                                                             
27 515 61540.00 P  0.169575 0.014313  0.482659 0.021746  P-0.1722041 0.0189594                                                                                                             
27 516 61541.00 P  0.171391 0.014346  0.482479 0.021808  P-0.1730308 0.0190165                                                                                                             
27 517 61542.00 P  0.173206 0.014378  0.482272 0.021870  P-0.1738170 0.0190735                                                                                                             
27 518 61543.00 P  0.175020 0.014410  0.482038 0.021931  P-0.1743936 0.0191305                                                                                                             
27 519 61544.00 P  0.176832 0.014442  0.481777 0.021993  P-0.1747474 0.0191874                                                                                                             
27 520 61545.00 P  0.178641 0.014473  0.481490 0.022054  P-0.1748003 0.0192442                                                                                                             
27 521 61546.00 P  0.180447 0.014505  0.481176 0.022115  P-0.1746384 0.0193010                                                                                                             
27 522 61547.00 P  0.182249 0.014537  0.480835 0.022176  P-0.1743525 0.0193577                                                                                                             
27 523 61548.00 P  0.184048 0.014569  0.480467 0.022237  P-0.1739653 0.0194144                                                                                                             
27 524 61549.00 P  0.185842 0.014600  0.480073 0.022299  P-0.1735100 0.0194710                                                                                                             
27 525 61550.00 P  0.187630 0.014632  0.479652 0.022360  P-0.1730599 0.0195276                                                                                                             
27 526 61551.00 P  0.189413 0.014664  0.479205 0.022421  P-0.1727155 0.0195841                                                                                                             
27 527 61552.00 P  0.191190 0.014695  0.478730 0.022481  P-0.1725701 0.0196405                                                                                                             
27 528 61553.00 P  0.192961 0.014727  0.478230 0.022542  P-0.1725895 0.0196969                                                                                                             
27 529 61554.00 P  0.194724 0.014758  0.477703 0.022603  P-0.1727371 0.0197532                                                                                                             
27 530 61555.00 P  0.196479 0.014789  0.477150 0.022664  P-0.1730007 0.0198095                                                                                                             
27 531 61556.00 P  0.198227 0.014821  0.476571 0.022724  P-0.1732113 0.0198658                                                                                                             
27 6 1 61557.00 P  0.199965 0.014852  0.475966 0.022785  P-0.1733673 0.0199219                                                                                                             
27 6 2 61558.00 P  0.201695 0.014883  0.475334 0.022845  P-0.1733176 0.0199781                                                                                                             
27 6 3 61559.00 P  0.203415 0.014914  0.474677 0.022906  P-0.1730656 0.0200341                                                                                                             
27 6 4 61560.00 P  0.205125 0.014945  0.473995 0.022966  P-0.1726181 0.0200902                                                                                                             
27 6 5 61561.00 P  0.206824 0.014976  0.473286 0.023027  P-0.1719293 0.0201461                                                                                                             
27 6 6 61562.00 P  0.208511 0.015007  0.472553 0.023087  P-0.1712405 0.0202021                                                                                                             
27 6 7 61563.00 P  0.210188 0.015038  0.471794 0.023147  P-0.1706066 0.0202579                                                                                                             
27 6 8 61564.00 P  0.211852 0.015069  0.471010 0.023207  P-0.1701249 0.0203137                                                                                                             
27 6 9 61565.00 P  0.213503 0.015100  0.470201 0.023267  P-0.1698921 0.0203695                                                                                                             
27 610 61566.00 P  0.215141 0.015131  0.469367 0.023327  P-0.1698539 0.0204252                                                                                                             
27 611 61567.00 P  0.216766 0.015162  0.468509 0.023387  P-0.1699179 0.0204809                                                                                                             
27 612 61568.00 P  0.218377 0.015193  0.467626 0.023447  P-0.1700405 0.0205365                                                                                                             
27 613 61569.00 P  0.219973 0.015223  0.466719 0.023507  P-0.1701412 0.0205920                                                                                                             
27 614 61570.00 P  0.221554 0.015254  0.465788 0.023567  P-0.1701259 0.0206475                                                                                                             
27 615 61571.00 P  0.223119 0.015285  0.464834 0.023626  P-0.1698599 0.0207030                                                                                                             
27 616 61572.00 P  0.224669 0.015315  0.463856 0.023686  P-0.1693056 0.0207584                                                                                                             
27 617 61573.00 P  0.226202 0.015346  0.462854 0.023746  P-0.1685366 0.0208138                                                                                                             
27 618 61574.00 P  0.227718 0.015376  0.461829 0.023805  P-0.1676516 0.0208691                                                                                                             
27 619 61575.00 P  0.229217 0.015406  0.460782 0.023865  P-0.1667122 0.0209243                                                                                                             
27 620 61576.00 P  0.230698 0.015437  0.459712 0.023924  P-0.1658276 0.0209795                                                                                                             
27 621 61577.00 P  0.232160 0.015467  0.458620 0.023983  P-0.1649578 0.0210347                                                                                                             
27 622 61578.00 P  0.233604 0.015497  0.457505 0.024043  P-0.1642599 0.0210898                                                                                                             
27 623 61579.00 P  0.235029 0.015528  0.456369 0.024102  P-0.1637108 0.0211449                                                                                                             
27 624 61580.00 P  0.236435 0.015558  0.455211 0.024161  P-0.1633549 0.0211999                                                                                                             
27 625 61581.00 P  0.237820 0.015588  0.454032 0.024220  P-0.1631710 0.0212548                                                                                                             
27 626 61582.00 P  0.239185 0.015618  0.452831 0.024279  P-0.1630787 0.0213098                                                                                                             
27 627 61583.00 P  0.240529 0.015648  0.451610 0.024338  P-0.1630161 0.0213646                                                                                                             
27 628 61584.00 P  0.241852 0.015678  0.450369 0.024397  P-0.1628455 0.0214195                                                                                                             
27 629 61585.00 P  0.243153 0.015708  0.449108 0.024456  P-0.1625396 0.0214742                                                                                                             
27 630 61586.00 P  0.244432 0.015738  0.447827 0.024515  P-0.1620212 0.0215290                                                                                                             
27 7 1 61587.00 P  0.245689 0.015768  0.446526 0.024574  P-0.1613037 0.0215837                                                                                                             
27 7 2 61588.00 P  0.246923 0.015798  0.445206 0.024633  P-0.1603848 0.0216383                                                                                                             
27 7 3 61589.00 P  0.248134 0.015827  0.443868 0.024691  P-0.1593244 0.0216929                                                                                                             
27 7 4 61590.00 P  0.249321 0.015857  0.442511 0.024750  P-0.1582734 0.0217474                                                                                                             
27 7 5 61591.00 P  0.250484 0.015887  0.441135 0.024809  P-0.1573113 0.0218019                                                                                                             
27 7 6 61592.00 P  0.251622 0.015917  0.439743 0.024867  P-0.1566420 0.0218564                                                                                                             
27 7 7 61593.00 P  0.252736 0.015946  0.438332 0.024926  P-0.1562730 0.0219108                                                                                                             
27 7 8 61594.00 P  0.253825 0.015976  0.436905 0.024984  P-0.1561591 0.0219652                                                                                                             
27 7 9 61595.00 P  0.254889 0.016005  0.435461 0.025043  P-0.1561469 0.0220195                                                                                                             
27 710 61596.00 P  0.255926 0.016035  0.434000 0.025101  P-0.1559755 0.0220738                                                                                                             
27 711 61597.00 P  0.256938 0.016064  0.432524 0.025159  P-0.1556040 0.0221280                                                                                                             
27 712 61598.00 P  0.257923 0.016094  0.431032 0.025217  P-0.1550771 0.0221822                                                                                                             
27 713 61599.00 P  0.258882 0.016123  0.429525 0.025276  P-0.1542617 0.0222363                                                                                                             
27 714 61600.00 P  0.259813 0.016152  0.428003 0.025334  P-0.1531954 0.0222904                                                                                                             
27 715 61601.00 P  0.260717 0.016182  0.426466 0.025392  P-0.1519467 0.0223444                                                                                                             
27 716 61602.00 P  0.261594 0.016211  0.424916 0.025450  P-0.1506265 0.0223985                                                                                                             
27 717 61603.00 P  0.262442 0.016240  0.423352 0.025508  P-0.1492331 0.0224524                                                                                                             
27 718 61604.00 P  0.263263 0.016269  0.421775 0.025566  P-0.1478928 0.0225063                                                                                                             
27 719 61605.00 P  0.264055 0.016299  0.420185 0.025623  P-0.1466900 0.0225602                                                                                                             
27 720 61606.00 P  0.264818 0.016328  0.418583 0.025681  P-0.1456254 0.0226140                                                                                                             
27 721 61607.00 P  0.265552 0.016357  0.416969 0.025739  P-0.1447042 0.0226678                                                                                                             
27 722 61608.00 P  0.266256 0.016386  0.415343 0.025797  P-0.1440038 0.0227216                                                                                                             
27 723 61609.00 P  0.266931 0.016415  0.413707 0.025854  P-0.1434890 0.0227753                                                                                                             
27 724 61610.00 P  0.267577 0.016444  0.412060 0.025912  P-0.1430121 0.0228290                                                                                                             
27 725 61611.00 P  0.268192 0.016473  0.410402 0.025970  P-0.1425405 0.0228826                                                                                                             
27 726 61612.00 P  0.268777 0.016502  0.408735 0.026027  P-0.1419323 0.0229362                                                                                                             
27 727 61613.00 P  0.269332 0.016530  0.407059 0.026085  P-0.1411376 0.0229897                                                                                                             
27 728 61614.00 P  0.269856 0.016559  0.405373 0.026142  P-0.1401887 0.0230432                                                                                                             
27 729 61615.00 P  0.270350 0.016588  0.403680 0.026199  P-0.1391109 0.0230966                                                                                                             
27 730 61616.00 P  0.270812 0.016617  0.401978 0.026257  P-0.1378438 0.0231500                                                                                                             
27 731 61617.00 P  0.271243 0.016645  0.400269 0.026314  P-0.1366551 0.0232034                                                                                                             
27 8 1 61618.00 P  0.271643 0.016674  0.398553 0.026371  P-0.1354480 0.0232567                                                                                                             
27 8 2 61619.00 P  0.272011 0.016703  0.396830 0.026428  P-0.1343975 0.0233100                                                                                                             
27 8 3 61620.00 P  0.272347 0.016731  0.395102 0.026485  P-0.1336285 0.0233633                                                                                                             
27 8 4 61621.00 P  0.272652 0.016760  0.393367 0.026542  P-0.1331116 0.0234165                                                                                                             
27 8 5 61622.00 P  0.272925 0.016788  0.391628 0.026599  P-0.1326914 0.0234697                                                                                                             
27 8 6 61623.00 P  0.273165 0.016817  0.389884 0.026656  P-0.1322324 0.0235228                                                                                                             
27 8 7 61624.00 P  0.273374 0.016845  0.388136 0.026713  P-0.1315681 0.0235759                                                                                                             
27 8 8 61625.00 P  0.273550 0.016873  0.386384 0.026770  P-0.1306131 0.0236289                                                                                                             
27 8 9 61626.00 P  0.273693 0.016902  0.384629 0.026827  P-0.1293632 0.0236819                                                                                                             
27 810 61627.00 P  0.273804 0.016930  0.382871 0.026884  P-0.1279146 0.0237349                                                                                                             
27 811 61628.00 P  0.273883 0.016958  0.381111 0.026941  P-0.1263026 0.0237878                                                                                                             
27 812 61629.00 P  0.273929 0.016987  0.379349 0.026997  P-0.1246248 0.0238407                                                                                                             
27 813 61630.00 P  0.273942 0.017015  0.377586 0.027054  P-0.1229274 0.0238935                                                                                                             
27 814 61631.00 P  0.273922 0.017043  0.375822 0.027111  P-0.1213299 0.0239463                                                                                                             
27 815 61632.00 P  0.273870 0.017071  0.374058 0.027167  P-0.1198577 0.0239991                                                                                                             
27 816 61633.00 P  0.273784 0.017099  0.372294 0.027224  P-0.1184963 0.0240518                                                                                                             
27 817 61634.00 P  0.273666 0.017127  0.370530 0.027280  P-0.1173365 0.0241045                                                                                                             
27 818 61635.00 P  0.273515 0.017155  0.368768 0.027336  P-0.1164347 0.0241572                                                                                                             
27 819 61636.00 P  0.273331 0.017183  0.367008 0.027393  P-0.1157633 0.0242098                                                                                                             
27 820 61637.00 P  0.273114 0.017211  0.365250 0.027449  P-0.1151978 0.0242624                                                                                                             
27 821 61638.00 P  0.272864 0.017239  0.363494 0.027505  P-0.1147381 0.0243149                                                                                                             
27 822 61639.00 P  0.272581 0.017267  0.361742 0.027562  P-0.1142748 0.0243674                                                                                                             
27 823 61640.00 P  0.272266 0.017295  0.359993 0.027618  P-0.1135824 0.0244199                                                                                                             
27 824 61641.00 P  0.271917 0.017323  0.358249 0.027674  P-0.1127702 0.0244723                                                                                                             
27 825 61642.00 P  0.271536 0.017351  0.356509 0.027730  P-0.1118400 0.0245247                                                                                                             
27 826 61643.00 P  0.271122 0.017378  0.354774 0.027786  P-0.1107923 0.0245770                                                                                                             
27 827 61644.00 P  0.270675 0.017406  0.353045 0.027842  P-0.1098166 0.0246293                                                                                                             
27 828 61645.00 P  0.270196 0.017434  0.351322 0.027898  P-0.1088443 0.0246816                                                                                                             
27 829 61646.00 P  0.269685 0.017462  0.349605 0.027954  P-0.1080617 0.0247338                                                                                                             
27 830 61647.00 P  0.269141 0.017489  0.347896 0.028010  P-0.1076096 0.0247860                                                                                                             
27 831 61648.00 P  0.268564 0.017517  0.346194 0.028066  P-0.1075124 0.0248382                                                                                                             
27 9 1 61649.00 P  0.267956 0.017544  0.344501 0.028122  P-0.1077419 0.0248903                                                                                                             
27 9 2 61650.00 P  0.267315 0.017572  0.342816 0.028177  P-0.1081104 0.0249424                                                                                                             
27 9 3 61651.00 P  0.266643 0.017599  0.341140 0.028233  P-0.1083847 0.0249945                                                                                                             
27 9 4 61652.00 P  0.265939 0.017627  0.339473 0.028289  P-0.1085028 0.0250465                                                                                                             
27 9 5 61653.00 P  0.265203 0.017654  0.337817 0.028344  P-0.1083152 0.0250985                                                                                                             
27 9 6 61654.00 P  0.264435 0.017682  0.336171 0.028400  P-0.1078918 0.0251504                                                                                                             
27 9 7 61655.00 P  0.263637 0.017709  0.334536 0.028456  P-0.1072651 0.0252023                                                                                                             
27 9 8 61656.00 P  0.262807 0.017736  0.332912 0.028511  P-0.1065308 0.0252542                                                                                                             
27 9 9 61657.00 P  0.261946 0.017764  0.331300 0.028567  P-0.1057712 0.0253060                                                                                                             
27 910 61658.00 P  0.261055 0.017791  0.329701 0.028622  P-0.1051270 0.0253578                                                                                                             
27 911 61659.00 P  0.260133 0.017818  0.328115 0.028677  P-0.1044597 0.0254096                                                                                                             
